tenant_id,name,email,phone,age,marital_status,employment_status,job_title,employer_name,income,credit_score,previous_rental_history,property_id,property_type,property_location,rent_amount,lease_start_date,lease_end_date,deposit_amount,payment_status
50310594-20ba-4d07-ada0-cdf955dc5dcb,Heather Hernandez,wilsontara@example.org,+254786803447,23,Divorced,Unemployed,Freight forwarder,Anderson-Taylor,92217.81,458,Good,762dd4db-0283-4375-bac7-9897117365ce,Single-family Home,Wilsonburgh,26664.32,2023-04-25,2026-02-09,8304.34,Late
94e31c76-77f8-465c-acc1-d168c8087606,Howard Carney,jenniferarmstrong@example.com,+254778113065,69,Single,Unemployed,Orthoptist,Morales PLC,141210.22,546,Average,3ba9bf1c-2176-4fa5-9ddb-8c9ff023e1be,Condominium,Debbieshire,17187.68,2022-09-02,2025-11-12,5243.94,On-time
127ecc63-1b38-49a4-b8c9-1aed5bce90e4,Laura Anderson,elizabethwilson@example.com,+254752247181,63,Married,Self-Employed,Museum/gallery exhibitions officer,Chen LLC,178318.48,454,Average,419bd769-cb44-45a9-9bf8-275c2ec8e09b,Single-family Home,West Alexandria,24100.91,2022-09-05,2025-01-02,6204.27,Default
09dd3fde-7cf8-425f-99b4-e6b2588a7265,David Martin,jessica05@example.com,+254772559072,41,Divorced,Unemployed,Phytotherapist,Curry-Gonzales,124413.71,767,Average,9a49df82-44db-44d9-ab50-64a0e868a38a,Apartment,Derekbury,10348.97,2023-01-16,2025-09-29,5542.43,On-time
1296a821-c2cd-4d01-9f52-ad0831f3f808,Olivia Russell,hwagner@example.org,+254789140476,53,Married,Employed,Paediatric nurse,"Morton, Williams and Allen",154348.73,676,Good,f25b6471-0b4a-44da-ba25-d38e270ff732,Apartment,Lisahaven,16232.01,2023-01-19,2025-11-20,8711.19,On-time
24fa8774-3d6d-44dd-808b-8c95bbeee60e,Paul Avila,lawrence05@example.com,+254772495027,38,Single,Unemployed,Sport and exercise psychologist,"Garcia, Peterson and Rivera",104854.4,620,Average,7cfff8c4-627d-4ca0-849c-69d115c97cf8,Apartment,Taylorburgh,19411.24,2022-06-30,2024-11-15,6646.18,Late
382e24f5-6ac3-461b-a12e-867438418b07,Derek Garcia,andersonjackie@example.org,+254769652251,57,Divorced,Employed,"Buyer, retail",Stevenson Group,137450.92,821,Average,8b05eb5c-75c5-457b-9289-edfd5ee7997e,Single-family Home,Nunezberg,17759.1,2023-01-27,2024-06-20,7593.1,On-time
e224fdfb-056c-4485-bf1d-501cc33496e0,Timothy Schultz,vlopez@example.org,+254761866559,45,Married,Employed,"Engineer, electronics",Brown-Wright,33762.22,834,Average,b7aaac64-6cd4-4244-80c6-840c82284b50,Single-family Home,West Richardburgh,49665.66,2024-02-21,2024-10-05,7040.44,Late
09ef2e0e-c8b6-4154-8ec9-c5057b98d9db,Chad Salinas,daltonjessica@example.com,+254751940338,23,Single,Self-Employed,"Administrator, Civil Service",Flores-Obrien,116434.18,690,Good,75c6e2db-2788-461c-8af5-a20435558860,Condominium,Garciaborough,20017.8,2022-07-31,2025-01-24,6552.9,Default
d2d16e33-b234-4e21-87d5-dd9d973440d7,Joseph Patel,normanwalker@example.com,+254743497238,23,Single,Retired,"Runner, broadcasting/film/video","Pace, Brown and Garcia",126823.39,707,Good,33dae3b7-8d66-4fa7-beb4-be752d208f63,Condominium,Bakermouth,11108.04,2024-01-16,2025-02-06,5709.59,Default
f09f2ace-69d5-4aca-91bd-1c8068147f6c,Evan Montgomery,cbryant@example.net,+254718531867,68,Widowed,Unemployed,"Engineer, control and instrumentation","Bradley, Tate and Moore",126280.22,425,Poor,34b53a2a-1d71-4e11-b526-7dec2a92067c,Condominium,Morenochester,19562.04,2023-04-06,2024-10-06,6330.01,On-time
21d1d5e6-3f06-4a05-9e0e-e3ab63e6bd94,Scott Simon,powersjennifer@example.net,+254715197178,63,Divorced,Unemployed,"Horticulturist, amenity",Hall LLC,135515.52,322,Poor,fa8d5eb8-321e-4231-94b1-c5e4ca8a3887,Apartment,South Martin,5590.58,2022-06-20,2026-05-05,8265.85,On-time
ba6360fb-5b0c-400c-8629-20f9a5e1a604,Mr. Joseph Garcia DVM,andreadean@example.com,+254766688291,69,Married,Unemployed,Manufacturing engineer,Holmes Inc,46942.51,560,Good,5beea62b-45fb-4f57-89a7-ba5f88893789,Apartment,Nguyenburgh,42358.18,2023-12-03,2025-12-01,9217.99,Default
e3e3e936-5dd2-4ca1-be62-4cd555a91374,William Rogers,travisnathan@example.org,+254778143473,54,Married,Student,Geophysicist/field seismologist,"Davis, Jackson and Espinoza",195138.7,399,Average,c5cf3425-1460-410a-b257-1ddcb758ef73,Apartment,Port Michaelside,13707.33,2023-10-30,2025-11-19,7021.89,On-time
73f587b7-7a63-409f-8667-e2c9de21fef6,David Stewart,austindorsey@example.org,+254717611758,29,Married,Unemployed,"Scientist, product/process development",Branch-Kline,144014.85,657,Poor,400f3878-4050-41c8-a0cb-f6b2be7ac570,Condominium,Heatherhaven,22646.62,2023-08-29,2025-07-19,7207.36,On-time
3de1e339-4f7e-418d-9fea-76112a70b382,Justin Sharp,dustin39@example.net,+254752950850,31,Widowed,Unemployed,Technical brewer,"Holland, Dennis and Hill",90761.63,772,Poor,c0971ab3-8dd1-49f4-8828-e3c3800fa1ea,Apartment,Gavintown,45147.42,2022-08-10,2025-01-10,8327.49,On-time
2a8a165c-6e36-45e8-9d69-462a4cfe6fd1,Mark Allen,cody19@example.com,+254740911771,28,Widowed,Student,"Nurse, children's","Harrison, Blair and Neal",120489.51,341,Poor,f8cfd3ae-cd29-4617-b380-52949ef059a7,Condominium,East Logan,41550.77,2023-12-07,2024-09-26,9714.36,Late
86cf2348-357d-4c5b-9efc-e1107e18c778,Beverly Ryan,benjaminnelson@example.com,+254774423684,56,Married,Employed,Engineering geologist,Woodard LLC,77168.94,380,Good,a2a4eb63-fad0-4b6c-ab0a-7e14db9a781f,Apartment,Weaverfurt,46240.16,2022-11-19,2025-08-22,9530.32,On-time
1662c9f6-0f5d-4c10-9327-7f8eac08be47,Elizabeth Young,nguyensamantha@example.com,+254795532651,25,Widowed,Student,Armed forces training and education officer,"Copeland, Walsh and Cross",110030.61,484,Good,7579cfec-2dd4-496b-8ade-60fd0f1f448a,Condominium,Alexisburgh,22964.2,2022-05-25,2024-08-02,6214.19,On-time
8bbac0ad-ba1f-493e-b006-06bf0dd2ed4c,Mrs. Mallory Clayton,tshah@example.com,+254796566960,48,Married,Employed,Energy engineer,Mclaughlin-Walls,37735.69,780,Good,38a5ac66-2714-412b-9277-08ffec4dac7a,Single-family Home,North Amy,8995.69,2024-01-14,2024-09-01,6288.9,On-time
25c2b7a0-3c75-40f8-9ab8-05c7bba575d9,Lisa Fox,williamross@example.com,+254735474890,23,Divorced,Employed,"Radiographer, diagnostic","Gonzalez, Hayden and Davis",153187.84,616,Good,57bf28f2-5460-4025-92d9-05691c68557c,Apartment,Simmonsside,19373.85,2022-06-24,2025-09-21,7405.9,Default
7062e0ca-df54-4f82-ac31-900fa2c145f2,Madison Jarvis,stewartbenjamin@example.org,+254736568660,64,Divorced,Student,Systems developer,Hill Group,183167.52,546,Poor,427dd12c-6c50-4601-aafe-7ec5f48d1a87,Apartment,Laurieview,33445.48,2022-08-12,2025-08-20,6832.0,On-time
93994b75-71ce-4c53-8cc3-aba22de7b447,John Burton,larry39@example.org,+254727520349,30,Single,Retired,"Surveyor, planning and development","Fuentes, Wallace and Tyler",146671.93,386,Good,45184de2-dfe8-42c3-84f7-2c8f29672508,Apartment,Jonesland,48696.27,2022-07-21,2025-04-02,7927.74,Default
9d560e51-e0c3-4442-88e9-a6c6d97091e7,Linda Hawkins,lmartin@example.com,+254788284885,47,Single,Student,Exhibition designer,Garcia and Sons,182511.78,561,Good,ef866188-698d-4a09-ab5d-50a55ada6b9e,Apartment,South John,17026.31,2023-06-14,2025-03-07,8938.38,On-time
5f99f0e6-b420-4884-9018-14cd8abba594,Brittany Baker,stevenfernandez@example.com,+254732646588,44,Widowed,Retired,"Scientist, audiological",Martinez-Heath,156991.86,405,Average,6ccc9da3-1f0e-4b9f-8cab-3445fbbf43db,Condominium,Medinaberg,44083.15,2024-01-19,2025-12-03,5585.4,Late
9a6fa573-8017-4b29-ad90-c6f089d0bbe8,Tina Allen,jenniferroberts@example.com,+254733550100,34,Single,Employed,Legal secretary,West PLC,127978.53,431,Average,96f184c7-daf6-4602-b0c8-51ffb8cd6cd9,Single-family Home,Georgemouth,21591.91,2022-07-08,2025-09-07,9500.16,Late
47f848f9-34d7-4937-9ae9-eff2fb0dd9f5,Maria Logan,ihuff@example.com,+254756588400,52,Married,Self-Employed,Curator,Wright and Sons,156180.33,776,Poor,98a03361-c262-4a26-94ab-90c420b1537d,Apartment,North Monicafurt,18884.81,2022-10-28,2024-06-08,5863.94,On-time
b6bbcd3f-3fb9-4aa7-b3e0-d0ed32a3e541,Elizabeth Moore,gabriellagarcia@example.com,+254766769043,34,Single,Retired,Ecologist,"Warner, Gordon and George",141285.68,447,Good,c9999945-63da-47a4-aa6d-919fb17311fa,Condominium,Claytonmouth,40709.49,2023-11-23,2024-09-04,7067.2,On-time
bd3c26c6-f176-48d0-ac2a-165126ec581a,Jamie Maynard,beth63@example.com,+254773959985,22,Widowed,Unemployed,Sports development officer,Valdez-Price,34398.52,382,Average,961dc439-a7bb-45a5-aafc-ed2b5e626471,Apartment,Armstrongside,27592.5,2023-10-13,2024-11-16,7296.75,Default
0be0fc21-2b34-4e16-afc6-610b9012f8dd,Jason Foster,regina12@example.net,+254794912046,30,Single,Student,Press sub,Perez and Sons,67788.7,781,Good,6949c5ca-3d2c-4019-8986-92ca10e8c49b,Condominium,Wellsstad,29010.28,2023-11-22,2024-08-30,8359.77,Default
7325d101-92d3-48c9-8078-999b14de717f,Emma Atkinson,alexander42@example.net,+254770594566,48,Married,Student,Forensic psychologist,"Foster, Mcguire and Little",28066.23,596,Good,62165cf8-a90a-4b6b-843d-def2c46ab02b,Condominium,Port David,20514.81,2023-04-02,2025-01-22,5102.36,On-time
86f5ad93-36d0-4274-8c5d-972557a4b989,Teresa Parrish,lisa65@example.net,+254770885390,37,Widowed,Self-Employed,Video editor,Perez PLC,173172.56,380,Good,19efd519-124a-4b86-b455-28415d808447,Single-family Home,Robertsborough,6905.84,2023-12-26,2025-03-24,7439.24,Late
090de87b-47ff-440f-b972-c3f48ddee3b6,Jill Jackson,gsilva@example.org,+254720433442,27,Single,Employed,Herbalist,Hansen-Robinson,121042.76,481,Average,d2eb96fa-f9a9-4afc-a9f2-42d0dca7a636,Condominium,New Janet,33424.38,2023-09-21,2024-12-24,5647.76,Default
ec10208e-77c7-476f-a0e1-bcc83ccc4688,Roy Bush,ewong@example.org,+254711290778,33,Divorced,Unemployed,Housing manager/officer,"Johnson, Allen and Hess",152635.43,833,Average,68d4eee4-18f7-4484-804d-e0b2d8d77e41,Single-family Home,Yvettetown,11033.35,2024-02-18,2025-09-27,6047.14,On-time
f35833b3-3e81-498f-b5ce-fe5d0a6f558f,Melanie Howell,hilltimothy@example.org,+254775717734,58,Married,Self-Employed,Medical illustrator,"Cooper, White and Dixon",155638.96,483,Good,0485bb6b-e2a5-4b99-8443-56ad13984ce2,Single-family Home,Port Christophertown,10228.39,2023-02-02,2025-09-13,8007.98,On-time
5b4c9780-8f2a-4a96-9c6b-f2b0eb789717,Terry Jackson,debrawilliams@example.com,+254716256216,67,Married,Retired,Clinical psychologist,"Johnson, Garcia and Allen",63916.87,681,Good,47ea5a82-5b5c-4cf3-80b8-35f160114125,Single-family Home,Parksburgh,49401.27,2023-12-31,2024-11-26,8223.34,On-time
fb619ece-1552-4c2c-abb0-cdafa655100d,Darin Johnson,jimenezallison@example.net,+254729473284,36,Widowed,Student,Environmental manager,Murillo Group,30339.78,765,Average,a3b52f30-33a5-4f93-9ccc-1dfc79725100,Apartment,Sharonchester,11527.4,2023-11-27,2026-03-16,8868.38,On-time
b8a3f9b3-ba98-4a6d-bf79-bf47a5e5a7f9,Virginia Rice,jillhill@example.org,+254727988429,46,Divorced,Student,Operational researcher,"Rocha, Fox and Lopez",110793.18,629,Poor,e179f63e-6d73-4fde-ba16-5ab4b4fc43cc,Single-family Home,Christytown,47306.82,2022-11-12,2026-04-14,8536.52,Late
2405f922-2115-41d6-8c4b-b3cffda65f3b,Michael Hart,wilsonelizabeth@example.org,+254740246598,28,Divorced,Unemployed,Actuary,"Alvarez, Munoz and Mccoy",118109.35,530,Average,76eb46af-dc81-4a6e-af82-edf8bc2b06c4,Condominium,Brendaburgh,33434.02,2023-04-04,2024-06-05,8533.51,On-time
d3f3f41a-9c0e-4001-a34f-1c68b0b87d39,Megan Stewart,charles56@example.org,+254714971478,67,Widowed,Student,General practice doctor,"Green, Kennedy and Frank",70066.8,593,Average,e4ce0b8c-0fcb-4ce6-a02e-4a6bc0f05c04,Condominium,Port Markhaven,34846.05,2023-09-17,2025-12-19,9301.84,Default
d800360b-cabe-4c09-8a38-70d6daf7c7dd,Leslie Knight,phillipsjennifer@example.org,+254783112309,46,Divorced,Retired,Community education officer,Dickson Inc,49214.68,576,Average,6e463351-e093-4fa4-865a-5b64d8f2ae46,Apartment,Davidton,17207.87,2024-05-05,2024-09-12,7409.2,Late
c42f6154-ab02-49aa-bcfa-a7d49a2b8ef3,Matthew Sutton,amy08@example.org,+254793271194,60,Married,Retired,"Programmer, systems","Welch, Coleman and Bryant",136671.89,662,Poor,86b366ca-49d2-493c-a412-752a9e79c3d7,Condominium,Donaldville,20149.6,2022-10-23,2026-03-02,9927.76,Default
1483140b-97e9-415f-a344-994ce8eb807f,Arthur Parker,mark22@example.net,+254749808962,49,Single,Self-Employed,Government social research officer,"Carroll, Gonzalez and Calderon",92735.77,465,Average,f8ed1912-0b8e-4c9f-bfe8-1a23d7f70b39,Single-family Home,East Peterchester,41991.61,2023-03-28,2026-04-27,6851.09,Late
08b570cd-e76d-444c-84db-9c4a0d1dff2e,David Ward,kellysanders@example.net,+254727002811,70,Single,Unemployed,Optometrist,"Cabrera, Rice and Moran",22926.92,594,Poor,62c5a147-4483-4e73-afc2-236bec497d85,Apartment,Greenestad,14837.74,2023-12-07,2025-05-01,8002.8,Late
3a8b14ca-a614-4bdc-a265-4a5065931df9,Daniel Torres,acox@example.com,+254787547104,49,Married,Student,Travel agency manager,"Black, Lang and Patterson",88248.43,517,Poor,48004a9b-d273-49e8-b0d8-216a6f1de1d4,Condominium,Marcusburgh,23678.39,2022-09-29,2025-01-29,6856.29,On-time
e331329f-8558-4f41-bab0-5f4571004cc5,Charles Chen,mhernandez@example.org,+254722682956,40,Widowed,Self-Employed,Child psychotherapist,"Chavez, Berry and Lee",30481.88,675,Poor,36f0ae92-1884-4e90-b56e-d90513e3c97f,Condominium,Crawfordmouth,44400.09,2022-09-17,2025-11-12,8004.89,On-time
8ad59725-c045-4fb4-b214-4a1f279b626a,Austin Cole,kaylee88@example.net,+254739724759,60,Divorced,Unemployed,Heritage manager,"Bennett, Ross and Figueroa",139992.55,621,Good,84e41d13-8742-4921-bf3e-03c0fc433f16,Single-family Home,North Larry,15409.18,2024-02-25,2024-05-23,9730.65,Late
98095574-3c7d-4495-84fb-c83a8be85108,Mary Pena,mary18@example.net,+254765008701,22,Divorced,Unemployed,"Designer, multimedia",Stephenson Group,112506.08,844,Average,bce87530-b280-470a-9857-4dca0d0dcbbc,Apartment,North Lindsay,8876.38,2024-05-14,2026-02-20,9992.64,Default
e37b2fe7-569c-4aaf-b101-9f9d627741c7,Jennifer Thompson,katherine57@example.com,+254789173318,20,Single,Retired,"Runner, broadcasting/film/video",Friedman-Moore,130269.55,818,Good,8fef193b-1449-45c6-9d5b-422962334ebb,Condominium,New Diane,16741.56,2023-11-09,2025-08-07,9748.29,On-time
7b514860-6611-4f4d-b3af-e91265ad0396,Amanda Martinez,xevans@example.org,+254785472526,37,Married,Retired,"Loss adjuster, chartered",Zimmerman Ltd,96532.13,596,Good,4b8fa30d-5b6a-42e8-8392-582a4be87934,Apartment,West Erin,5880.66,2023-06-30,2025-01-24,9551.49,Late
7179df93-4b69-4f39-9bb3-b9ca4ba6f793,James Grimes,kathryn69@example.com,+254748760830,67,Widowed,Student,Research scientist (life sciences),Wilson Group,66413.1,386,Average,36470f0b-fb16-4dae-93bd-e62536d84c46,Single-family Home,Hestertown,26951.8,2023-05-24,2025-12-08,5748.91,Default
7bbc206a-1083-4b6a-b813-045f984ebe87,Rodney Zamora,oscar66@example.org,+254777608959,39,Divorced,Employed,Sales promotion account executive,Martinez LLC,100064.83,652,Poor,a0f3438e-0333-4791-a0c3-a3fdf17408db,Single-family Home,West Craigbury,33871.85,2023-12-05,2025-03-10,5795.55,Default
52cf2134-da15-4638-9823-2e6e32f4c3d7,Kenneth Harris,fjones@example.com,+254755725846,49,Married,Self-Employed,Manufacturing engineer,Smith Group,197115.02,697,Good,cb7a4b49-57d8-41af-8f64-bb6261dcdb49,Apartment,New Kevin,40193.57,2023-07-27,2025-02-26,6085.42,Late
b5d66ed7-a674-4f4f-ac9b-35057774c97c,Kenneth Gregory,xscott@example.net,+254725364134,62,Single,Student,Ambulance person,Rosales and Sons,23382.08,535,Good,d1ed5b3b-2b25-46a6-890f-72e79ba6e43b,Apartment,West Anne,30303.26,2024-04-29,2026-05-02,8808.35,Late
423531a8-4c46-40ee-94d1-b89e1955f208,Deborah Garcia,karen65@example.org,+254772318317,61,Single,Retired,Museum/gallery conservator,"Garcia, Edwards and Solis",41101.36,730,Average,c7fdaed5-7e21-4741-b53b-358a7f364731,Apartment,Kristenstad,46573.5,2023-09-05,2025-08-03,5743.68,Default
44971d2f-187a-4fe2-9c7e-dda1e41f6b5c,Joanna Bowman,rachelrivera@example.com,+254741138178,66,Married,Self-Employed,Clinical psychologist,Roach LLC,140740.35,420,Average,ebfa6788-ebe0-423b-ba6a-43aec7f72a26,Single-family Home,Bennettport,10307.73,2022-11-30,2025-06-03,6469.93,On-time
cbc2cffd-4206-4a92-8f85-09c621aa39fb,Robert Walsh,elang@example.net,+254730602318,53,Divorced,Student,Planning and development surveyor,"Craig, Rodriguez and Paul",73732.27,644,Average,923c67e5-7c9c-44f3-acd4-3b7d118d492e,Condominium,East Jonathan,48627.46,2023-09-08,2026-05-20,6908.63,Default
d2bcb314-0d22-4308-a707-ff1735e3977e,Alexandra Campbell,garciakyle@example.com,+254777035791,44,Married,Student,Psychiatric nurse,Smith Inc,160376.5,661,Average,d72428c6-b6d1-46f7-adb6-f782b0fd619c,Condominium,New Jasmine,37791.27,2023-08-09,2024-07-26,6314.66,On-time
582436a6-9527-47db-996c-5c3d08620f03,Robert Odom,blackphilip@example.com,+254718317360,45,Widowed,Self-Employed,"Loss adjuster, chartered","Ramirez, Mitchell and Macias",60710.03,532,Poor,078802ce-a200-45cd-8b67-7dda8e4c6596,Condominium,Port David,14741.61,2024-03-07,2025-04-09,8136.1,Late
4751d8aa-e3fb-4a3f-bd6f-6d47391def5f,Tara House,steelezachary@example.net,+254761072929,25,Married,Student,"Producer, radio",Holland and Sons,85439.23,659,Average,96de8618-4364-49b5-a513-a7ca57aacfa7,Condominium,Port Brittany,37858.07,2023-06-23,2025-08-09,7864.57,Default
bb457507-f7da-4a24-8d66-a1c64b646b59,Heather Walton,keithavila@example.net,+254749303213,60,Married,Retired,Merchant navy officer,"Ingram, Leonard and Brown",55367.57,786,Average,63907401-8830-4882-9ff2-c8c6bc9a855a,Condominium,Dianaberg,35444.28,2023-10-18,2024-11-26,6343.66,On-time
081054a6-d5fa-4580-a40c-f50b179be4df,John Robertson,cstevens@example.com,+254763248289,34,Widowed,Retired,"Psychologist, prison and probation services",Underwood LLC,129618.25,436,Average,8e050304-6903-4b0d-a0da-4ad5d9c06dad,Condominium,North Josebury,47885.32,2023-10-27,2025-06-20,6459.55,On-time
dc57e39c-c468-428f-975d-9b38fdce0a71,Andrew Villa,bvilla@example.org,+254756299642,59,Married,Student,Computer games developer,Nguyen-Edwards,136968.32,460,Poor,b1da792f-67c6-46cc-80da-c8fac42d50d6,Condominium,Johnsonton,46398.22,2023-08-19,2025-04-30,6381.92,Default
6c7350ed-2b5a-4d7a-a35a-952abe046f6a,Roberto Hudson,lori86@example.net,+254710222621,36,Married,Self-Employed,Telecommunications researcher,"Phillips, Davis and Brown",194253.9,527,Good,e462edb3-c0a5-4b6e-bb28-11e8291dd3a9,Single-family Home,East Brandichester,20202.35,2022-08-24,2025-01-20,9587.83,Default
17a336ea-3d3b-4a84-a0d5-32b75a5918fc,Stephanie Chang,tsharp@example.com,+254763730488,67,Divorced,Self-Employed,Graphic designer,"Harrison, Morgan and Herrera",127724.35,556,Good,887bca9a-76b5-4699-bd8d-3a3802f67edf,Condominium,North Steven,25319.08,2022-09-12,2025-11-26,9732.82,Default
405ffe98-931f-4073-bd7a-d5a3f579767b,Tina Bush,jack19@example.com,+254744745908,57,Divorced,Self-Employed,Technical sales engineer,"Harrison, Jones and Larson",115350.58,566,Good,49e16c21-7b1a-47f4-aed1-c9f61fce427a,Condominium,Smithtown,21246.03,2023-10-31,2026-03-15,8260.65,On-time
85ffe3a2-466c-4600-b5ea-9c9762ac15de,Troy Williams,cadams@example.net,+254761699120,40,Divorced,Employed,Financial manager,"Bell, Lewis and Byrd",171993.45,532,Good,6c28fa60-c193-4ddf-89d5-f95eaa306776,Condominium,North Traceytown,43460.54,2022-12-24,2025-10-05,9068.27,Default
4c949813-36ae-4ab6-b117-d7ca53d753c5,Jordan Stevenson,rward@example.org,+254776684936,32,Widowed,Student,Media planner,James PLC,126549.91,707,Average,84823fe8-0188-443d-9c39-ecdaef47cb38,Apartment,South Jamesshire,21338.44,2024-05-10,2025-01-20,7907.23,Late
a6ee5c36-8d1d-4953-a7b6-4096fa6402ff,Kimberly Jennings,robert88@example.net,+254761800096,35,Single,Student,Air traffic controller,Booker LLC,23372.61,521,Poor,b1c06518-6bfd-45d8-8d4e-0bb14598b74d,Apartment,New Rebeccabury,33152.29,2023-03-10,2024-12-27,8039.0,Default
1afb1381-2bad-40d9-87b5-06c2401d5ea6,Amanda Ellis,krystalscott@example.com,+254721337946,54,Single,Employed,"Engineer, control and instrumentation","Brown, Green and Smith",153313.42,554,Good,e8adc422-db5e-4218-80c5-04b86d289163,Condominium,West Kimberly,37682.58,2022-10-04,2025-08-27,9390.46,On-time
b87b7d31-8c5f-460c-98d3-ec118a71200e,Joshua Callahan,wilsonchristopher@example.org,+254786945985,25,Married,Student,Optometrist,Lane Group,154426.74,382,Poor,1aebf77d-f34a-4ed7-8ac7-50027495acaf,Single-family Home,Port Randall,40314.16,2023-10-06,2025-08-09,9746.09,Late
5cfa837d-1a15-41dc-aff7-667168cb1381,Marissa Chapman,angelawheeler@example.net,+254733637601,31,Single,Unemployed,Production manager,Roberts and Sons,168199.43,782,Good,41448812-c73a-4a54-8817-07368df46229,Apartment,South Matthewtown,8413.4,2023-09-06,2025-09-15,8511.75,On-time
f31273d1-8126-45bd-a934-e825aa311c5e,Joshua Lopez,sherryjuarez@example.com,+254796283016,50,Married,Student,"Engineer, mining",Hernandez and Sons,192257.12,731,Average,5bc6693c-d3c6-48c5-b031-83aa9e265030,Apartment,Lake James,9298.11,2023-03-06,2024-11-01,6850.79,Late
698a9654-5508-4312-a687-05b5f11866d9,David Bailey,lgardner@example.org,+254786958883,55,Single,Retired,Professor Emeritus,Ross PLC,179287.77,682,Poor,f9876b29-e1b2-4517-8998-e02dd7f804f2,Single-family Home,New Mark,27338.52,2023-01-31,2025-12-18,6851.83,Late
4220428b-fba3-467e-ae78-69f32af74f45,Joshua Sanchez,mortonangie@example.net,+254789694796,41,Widowed,Student,Adult nurse,Mason-Shepherd,103511.87,370,Average,8ca1796e-fffb-4244-be03-0eaafddaeaf8,Apartment,Cannonfurt,22609.07,2023-03-05,2025-07-15,9656.01,On-time
0c6ab573-2b70-4d25-8bb0-590c8293b0a6,Lori Mcbride,tannersheila@example.org,+254767377750,24,Divorced,Self-Employed,"Horticulturist, amenity",Perez Inc,100874.81,713,Good,189babab-ca4f-4588-8570-26637399aa45,Single-family Home,Wallaceshire,19971.44,2023-06-10,2025-10-12,9818.11,Late
0cb028ee-faf4-4a5d-94b5-d78e0cef5425,Isaiah Peterson,scottjackson@example.org,+254747460041,29,Single,Employed,"Buyer, retail",Weber Inc,79582.09,374,Poor,2a764b9b-a98e-49df-853a-dba94f6848a0,Apartment,Lorihaven,12331.58,2023-10-03,2026-04-28,7786.86,On-time
8ca5c778-23cb-4f68-af47-e9cb3fc01264,Vickie Smith,kevin60@example.org,+254748341558,66,Married,Employed,Control and instrumentation engineer,Riley-Anderson,107526.52,609,Poor,c257a177-28fb-4bfa-8f27-d92b2e74b0ab,Condominium,New Natasha,44946.09,2023-03-06,2025-12-11,6059.14,Late
9259752f-5d6a-432a-8c18-29af5b10ec75,Jordan Black,lauren17@example.net,+254773206423,30,Widowed,Student,"Scientist, product/process development",Bailey and Sons,65295.38,775,Good,87a7ca58-925e-4556-898c-1f5b389ce35a,Apartment,Joshuafurt,37533.74,2023-04-04,2025-11-24,8871.97,On-time
42cdb077-67e8-41cb-b111-88640800915b,Erin Patel,fisherkathryn@example.com,+254717318204,63,Widowed,Self-Employed,Technical brewer,"Spears, Parker and Chase",21473.75,760,Average,f678dcd4-c6e9-489f-b34d-fc014527e54d,Condominium,New Courtney,30988.87,2022-08-13,2025-07-24,5305.59,On-time
5de2800e-cf8b-48a1-a788-2d6d78b1b176,Brittany Ray,erica33@example.org,+254724297736,42,Married,Retired,"Engineer, communications",Dixon Group,21322.49,691,Good,4af210f4-a3e0-427f-b175-4c185db84e37,Apartment,Graystad,32637.95,2023-04-14,2025-09-29,9226.9,Default
69b1ba0e-aa85-490f-9b62-ce3744a03d76,Ariel Edwards,xclark@example.org,+254739051324,24,Married,Unemployed,Higher education lecturer,Diaz-Durham,76149.85,497,Average,033a728f-eb60-4c38-b3a2-319fff5210ba,Apartment,Lake Eric,17221.49,2022-10-13,2026-03-30,6587.82,Default
a3844dd7-163b-4ce4-b944-7cd1211ed344,Renee Pope,tlee@example.com,+254755394749,65,Widowed,Employed,Camera operator,Merritt-Barry,28901.99,358,Poor,da533084-24a2-427b-9af9-d7cd667d1ed1,Single-family Home,Port Garyshire,7223.35,2023-05-29,2024-06-11,6507.3,Default
c3abc3a8-0c6d-4c58-9e73-8681159b763d,Nathaniel Galvan,gregory15@example.com,+254727301614,41,Married,Self-Employed,Best boy,Henry-Foster,31865.19,312,Average,f8ccec31-7f67-4ef3-ac24-4355311ca3ed,Single-family Home,New Kenneth,33229.89,2023-09-03,2025-05-02,9116.29,Late
1b6f6f76-3b87-4efa-b37e-79ef2fc16c89,Amber Dawson,linda47@example.org,+254739590025,63,Divorced,Unemployed,"Conservation officer, nature",Gutierrez Inc,41278.41,676,Poor,014ff423-39e1-43f3-9edf-3bbc300c57e8,Apartment,New Kathleenside,34671.1,2024-04-03,2025-12-31,6541.45,Default
434d97d6-1c89-410d-b435-779fd426adf3,Melody Taylor,xthompson@example.net,+254743929961,63,Married,Employed,Dance movement psychotherapist,Le and Sons,87232.54,780,Average,fc06765d-ea0f-47b4-a846-a990a646a6fa,Single-family Home,Simpsonburgh,25030.14,2022-12-03,2024-06-16,5854.29,On-time
be15f148-272d-4b61-946d-fb377296f878,Melissa Carson,bjones@example.com,+254785720168,66,Single,Retired,"Accountant, chartered management",Wright PLC,88117.13,494,Good,66ae48de-9a4b-493a-8348-fdc826c2a4cc,Condominium,South David,32535.78,2024-05-14,2026-03-24,9058.15,On-time
